"CIF String,Quantity,Acct ID,Application Name,Submitter,Date"
"NWS EHS SERVER IAAS BASE,1,GMXM,PCCI - Trial CoD Trial Active,CN=Priya Paul/OU=Austin/O=IBM,6/16/17"
